customer_id,snapshot,churn_probability,expected_dollar_churn,inferred_interval,interval_confidence,recommendation,reason,detail,auto_decided,model_version
MoAtuT8xyerTi92g,2025-03-05,0.9861,499.29,quarterly,0.5167,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
2WtSMJdmAiYti534,2025-03-05,0.99,666.52,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
nfkktDmT7FonKOuG,2025-03-05,0.99,75.13,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
QKDgF1epeQuMXROb,2025-03-05,0.5207,213.96,monthly,0.6738,Review,borderline_churn_risk,"churn_prob 0.52 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
A2zmnOREPVtBmYMV,2025-03-05,0.9948,5.29,monthly,0.6173,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
CipH65A2VcXqcxHD,2025-03-05,0.99,340.88,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
FKlSewPEb0JSAbu9,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
uLoKNPZ7BiAMzeod,2025-03-05,0.9015,34.68,annual,0.8,No-Go,high_churn_risk,"churn_prob 0.90 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
5cX8hff1w2pQNv2E,2025-03-05,0.9861,152.11,monthly,0.9487,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
syGpI3boSFY6AFgn,2025-03-05,0.9429,633.49,mixed,0.2294,Review,low_interval_confidence,interval_confidence 0.23 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
itUCn6DB3kaPfjXk,2025-03-05,0.99,8.93,monthly,0.5288,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
HcJtiPwFjyMOihqR,2025-03-05,0.7471,110.26,annual,0.6198,No-Go,high_churn_risk,"churn_prob 0.75 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
uRlQRpQhVJmZqWJK,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
OWSfpNqqKTsfViQ0,2025-03-05,0.9948,8.49,monthly,0.5579,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Q9UrpnRkJh33Dmxt,2025-03-05,0.982,1.12,one_time_candidate,0.95,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
8LUbiopxkIb4t65R,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
5slSH4PxFp0AUhoB,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
ae9BsALX2c7cBSxG,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
xOlth8U4DrsAvvcw,2025-03-05,0.9948,1566.55,mixed,0.2752,Review,low_interval_confidence,interval_confidence 0.28 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
2bodPHkWoskTD8GE,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
Vb2NWXIGlGIYivyL,2025-03-05,0.8031,8.12,monthly,0.6607,No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
hXGn4BrCZyrI3pxB,2025-03-05,0.9948,2.49,monthly,0.5724,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
SPLRv4zQqmXQLJji,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
jEQaZV7OclV6aAyr,2025-03-05,0.9948,4.39,monthly,0.5743,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
u8iE9R5HwHDLr76b,2025-03-05,0.9861,175.15,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
hC62LUJeIccWJJzq,2025-03-05,1.0,1745.22,annual,0.5693,No-Go,high_churn_risk,"churn_prob 1.00 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
ZI6kaSGNiCWF7kLA,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
PNztGSix2Qt8Xzt7,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
P9Wj90TEcfOffFzM,2025-03-05,0.6331,365.72,mixed,0.2191,Review,low_interval_confidence,interval_confidence 0.22 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
kygfx1AO5u6OleFR,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
opK6CgbvljzfBDbw,2025-03-05,0.6331,49.53,one_time_candidate,0.9338,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
jkyNEwVqIftsd9HT,2025-03-05,0.9685,8.8,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
W5TGrBVZ8Yighojm,2025-03-05,0.9685,881.16,monthly,0.5357,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
YFjYLnTU6Pk4Y0Pu,2025-03-05,0.6331,353.17,monthly,0.4167,Review,low_interval_confidence,interval_confidence 0.42 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
ejMQcbbrsKqZR1Hj,2025-03-05,0.9861,175.15,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
tVuzK4lze15ZURQD,2025-03-05,0.9656,349.39,monthly,0.7923,No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
tZaEdrlxIju77pyq,2025-03-05,0.9948,2.37,monthly,0.6332,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
aw0MWNXcDlwLrTGY,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
mA3bCA5n5w7eUUcK,2025-03-05,0.982,1.63,monthly,0.9031,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
OGxqQSjdKHxQclBz,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
U8J7tn2Malg3YFGY,2025-03-05,0.9494,0.78,monthly,0.6615,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
siyFNpfEeJXKGc1Z,2025-03-05,0.9912,251.76,quarterly,0.5588,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
14yjbyywYhBv1KJQ,2025-03-05,0.9912,2.0,monthly,0.6714,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Pt995WfuVr49kKIe,2025-03-05,0.982,69.53,monthly,0.4957,Review,low_interval_confidence,interval_confidence 0.50 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
BpUQPPmB3Xm5baAB,2025-03-05,0.9912,539.26,monthly,0.6833,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
bvBpq44pFzTNNhnJ,2025-03-05,0.9948,8.49,monthly,0.5595,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
mF9pa99wX9itkLwP,2025-03-05,0.982,1.12,one_time_candidate,0.95,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
LhlZ57EZaINrm91i,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
pQzNUVYipndCznMv,2025-03-05,0.9861,79.19,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
Z05ERYLixeimJyFa,2025-03-05,0.6331,0.99,one_time_candidate,0.9475,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
VNWmJHxYawJfMOQJ,2025-03-05,0.99,377.44,monthly,0.7693,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
E0iLDTIZ2U7ZaRwM,2025-03-05,0.99,277.86,annual,0.6592,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Y5vxg6Osx6hX5Zev,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
UJf9XnHnoqcQjz9B,2025-03-05,0.8031,49.86,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
2LqZVUwwccqJCKOQ,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
KukZW656kzKxAyaV,2025-03-05,0.982,3.0,monthly,0.9415,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
pg58QwLRULVhCbV3,2025-03-05,0.9912,370.11,monthly,0.7517,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
h9PRKkRYqYs2ZP1T,2025-03-05,0.99,0.74,monthly,0.825,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
ANa2kReIiFl89RVr,2025-03-05,0.99,75.13,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
IQtlW4HfnKh9XskV,2025-03-05,0.6331,430.47,monthly,0.9512,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
Ibuec8DEY21z66iR,2025-03-05,0.9033,15.08,quarterly,0.4365,Review,low_interval_confidence,interval_confidence 0.44 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
BGqTE0yPFrzbIOAo,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
QQVQtYJSHGGNYlip,2025-03-05,0.99,0.0,one_time_candidate,0.95,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
3qOb4pmNCh3xI1V0,2025-03-05,0.9948,176.39,monthly,0.562,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
abt5GuUmVURx6FaI,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
lHXwI5hk91sYFkvZ,2025-03-05,0.9861,0.0,one_time_candidate,0.9475,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
l4c2joDZGF5Aqnz0,2025-03-05,0.9912,8.53,monthly,0.6699,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
bTi0zLbxt4N9eM0u,2025-03-05,0.99,214.46,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
zQi3zN7sBrmjwPPS,2025-03-05,0.982,1.12,one_time_candidate,0.95,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
jmC1p3HlOWnsnXrX,2025-03-05,0.99,75.14,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
eDIkiWk3mlLepeZM,2025-03-05,0.9494,0.78,monthly,0.6615,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
P1Q7c4SmfrOkItWB,2025-03-05,0.99,75.13,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
5IZ8aFPC5HsSKvUr,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
0del8XQM7eGNUK1V,2025-03-05,0.4952,218.69,monthly,0.9512,Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
Bb2tYIQlB2ydyyYD,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
Ztvcmw00hyI8oB7z,2025-03-05,0.9948,2.53,monthly,0.617,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
yCb1DuJb5SFqCupd,2025-03-05,0.99,75.13,irregular,0.0892,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
CauH0bXE4Cfv7qe0,2025-03-05,0.6331,49.53,one_time_candidate,0.9338,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
iVD4y5sawWJT9oeu,2025-03-05,0.9948,2.49,monthly,0.5724,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
R6sOUhrXCbfy3BPJ,2025-03-05,0.9656,46.24,monthly,0.3958,Review,low_interval_confidence,interval_confidence 0.40 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
AlfOcoECgADyEyS4,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
PraG3lU5cmgj1BEO,2025-03-05,0.9494,1029.95,annual,0.5642,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
gf6GMqy2cXagQf0o,2025-03-05,0.9912,8.53,monthly,0.6719,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
8wamMqyCNNeWcPBT,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
AEEhHOq5jo19GzQF,2025-03-05,0.99,1.87,monthly,0.9364,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Auvov6yp37P7M9xU,2025-03-05,0.99,340.88,irregular,0.1275,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
XNZoUxW02QwHrro5,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
3XsabNSScUfhlZks,2025-03-05,0.982,473.31,monthly,0.7806,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
uAr55F6LP6gpdTQG,2025-03-05,0.9494,0.78,monthly,0.6615,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
nHM4cOQaUSVU9kcM,2025-03-05,0.99,17.25,monthly,0.7316,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
EYpdH2Jsr62Q92ud,2025-03-05,0.9912,183.29,monthly,0.6168,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
osJD3ns7kpiMT7xP,2025-03-05,0.982,191.94,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
1U1Z6ZuekhWPjd7R,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
yzGOTrJtt3y7hNqQ,2025-03-05,0.9861,0.0,monthly,0.6253,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
8h5y3tT7znlg88J4,2025-03-05,0.4952,299.21,annual,0.8653,Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
BuJeJQa0jqPAwu3I,2025-03-05,0.8318,420.33,monthly,0.9559,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
kcKhLpMTRE8gD91F,2025-03-05,0.9847,1.87,monthly,0.8845,No-Go,high_churn_risk,"churn_prob 0.98 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
ouUJgRXGklIQXNDX,2025-03-05,0.8318,32.25,annual,0.7997,No-Go,high_churn_risk,"churn_prob 0.83 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
4Pmrpe8R2V4fvrR2,2025-03-05,0.99,8.93,monthly,0.5288,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
uZRNx3QpWHexVj6C,2025-03-05,0.9861,62.35,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
mx8rFC5EdhS5PDU7,2025-03-05,0.99,95.7,monthly,0.528,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
JUcpBLHqWBhMHEl9,2025-03-05,0.9494,419.52,monthly,0.9582,No-Go,high_churn_risk,"churn_prob 0.95 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
HSe4SDY9LzVmCq0z,2025-03-05,0.9861,52.68,irregular,0.05,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
OuthweoNjJw6LChP,2025-03-05,0.9861,0.86,monthly,0.8465,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
tBAQhlaExIY7pHmN,2025-03-05,0.9861,273.51,annual,0.6635,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
Gk4vthM2jqUvPso1,2025-03-05,0.6331,49.53,one_time_candidate,0.9475,Review,borderline_churn_risk,"churn_prob 0.63 vs Continue<= 0.30, No-Go>= 0.70.",false,20260712_032913
tCh0KHy2t6s9oQHi,2025-03-05,0.99,62.28,irregular,0.3,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,20260712_032913
IO8niLiZ1xnOni2t,2025-03-05,0.99,272.18,annual,0.6636,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
VZB3oMHvzb9IkyAj,2025-03-05,0.7471,2.89,monthly,0.5054,No-Go,high_churn_risk,"churn_prob 0.75 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
gMr9QCeRV40dXv1e,2025-03-05,0.99,8.22,monthly,0.5351,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
qIkFLArJXZRWHZG9,2025-03-05,0.99,497.32,monthly,0.6584,No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.30, No-Go>= 0.70.",true,20260712_032913
